ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
11/01/2006 12:00:00 AM,Tom Bradley International Terminal,Departure,International,305383
12/01/2006 12:00:00 AM,Imperial Terminal,Arrival,Domestic,233
12/01/2006 12:00:00 AM,Imperial Terminal,Departure,Domestic,249
12/01/2006 12:00:00 AM,Misc. Terminal,Arrival,Domestic,799
12/01/2006 12:00:00 AM,Misc. Terminal,Arrival,International,3
12/01/2006 12:00:00 AM,Misc. Terminal,Departure,Domestic,557
12/01/2006 12:00:00 AM,Terminal 1,Arrival,Domestic,415516
12/01/2006 12:00:00 AM,Terminal 1,Departure,Domestic,418324
12/01/2006 12:00:00 AM,Terminal 1,Departure,International,720
12/01/2006 12:00:00 AM,Terminal 2,Arrival,Domestic,96915
12/01/2006 12:00:00 AM,Terminal 2,Arrival,International,158947
12/01/2006 12:00:00 AM,Terminal 2,Departure,Domestic,102761
12/01/2006 12:00:00 AM,Terminal 2,Departure,International,167888
12/01/2006 12:00:00 AM,Terminal 3,Arrival,Domestic,151011
12/01/2006 12:00:00 AM,Terminal 3,Arrival,International,23419
12/01/2006 12:00:00 AM,Terminal 3,Departure,Domestic,156000
12/01/2006 12:00:00 AM,Terminal 3,Departure,International,62891
12/01/2006 12:00:00 AM,Terminal 4,Arrival,Domestic,414895
12/01/2006 12:00:00 AM,Terminal 4,Arrival,International,62552
12/01/2006 12:00:00 AM,Terminal 4,Departure,Domestic,422171
12/01/2006 12:00:00 AM,Terminal 4,Departure,International,44651
12/01/2006 12:00:00 AM,Terminal 5,Arrival,Domestic,154062
12/01/2006 12:00:00 AM,Terminal 5,Arrival,International,28230
12/01/2006 12:00:00 AM,Terminal 5,Departure,Domestic,159526
12/01/2006 12:00:00 AM,Terminal 5,Departure,International,45877
12/01/2006 12:00:00 AM,Terminal 6,Arrival,Domestic,223044
12/01/2006 12:00:00 AM,Terminal 6,Arrival,International,1043
12/01/2006 12:00:00 AM,Terminal 6,Departure,Domestic,225614
12/01/2006 12:00:00 AM,Terminal 6,Departure,International,6820
12/01/2006 12:00:00 AM,Terminal 7,Arrival,Domestic,253102
12/01/2006 12:00:00 AM,Terminal 7,Arrival,International,31720
12/01/2006 12:00:00 AM,Terminal 7,Departure,Domestic,263836
12/01/2006 12:00:00 AM,Terminal 7,Departure,International,40941
12/01/2006 12:00:00 AM,Terminal 8,Arrival,Domestic,117047
12/01/2006 12:00:00 AM,Terminal 8,Departure,Domestic,112137
12/01/2006 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,352428
12/01/2006 12:00:00 AM,Tom Bradley International Terminal,Departure,International,356403
01/01/2007 12:00:00 AM,Imperial Terminal,Arrival,Domestic,284
01/01/2007 12:00:00 AM,Imperial Terminal,Departure,Domestic,256
01/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,664
01/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,598
01/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,392130
01/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,381419
01/01/2007 12:00:00 AM,Terminal 1,Departure,International,251
01/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,91493
01/01/2007 12:00:00 AM,Terminal 2,Arrival,International,166272
01/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,88134
01/01/2007 12:00:00 AM,Terminal 2,Departure,International,158121
01/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,139038
01/01/2007 12:00:00 AM,Terminal 3,Arrival,International,23551
01/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,139312
01/01/2007 12:00:00 AM,Terminal 3,Departure,International,58031
01/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,395418
01/01/2007 12:00:00 AM,Terminal 4,Arrival,International,60786
01/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,384528
01/01/2007 12:00:00 AM,Terminal 4,Departure,International,45294
01/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,148670
01/01/2007 12:00:00 AM,Terminal 5,Arrival,International,39717
01/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,140066
01/01/2007 12:00:00 AM,Terminal 5,Departure,International,40452
01/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,199926
01/01/2007 12:00:00 AM,Terminal 6,Arrival,International,756
01/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,186338
01/01/2007 12:00:00 AM,Terminal 6,Departure,International,4750
01/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,243144
01/01/2007 12:00:00 AM,Terminal 7,Arrival,International,34556
01/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,244468
01/01/2007 12:00:00 AM,Terminal 7,Departure,International,39908
01/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,114032
01/01/2007 12:00:00 AM,Terminal 8,Arrival,International,3273
01/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,115868
01/01/2007 12:00:00 AM,Terminal 8,Departure,International,3575
01/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,394233
01/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,326504
02/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,315
02/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,294
02/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,359940
02/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,354347
02/01/2007 12:00:00 AM,Terminal 1,Departure,International,285
02/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,82723
02/01/2007 12:00:00 AM,Terminal 2,Arrival,International,141149
02/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,82926
02/01/2007 12:00:00 AM,Terminal 2,Departure,International,138717
02/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,130171
02/01/2007 12:00:00 AM,Terminal 3,Arrival,International,22914
02/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,125711
02/01/2007 12:00:00 AM,Terminal 3,Departure,International,57810
02/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,355011
02/01/2007 12:00:00 AM,Terminal 4,Arrival,International,51318
02/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,351635
02/01/2007 12:00:00 AM,Terminal 4,Departure,International,40357
02/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,130192
02/01/2007 12:00:00 AM,Terminal 5,Arrival,International,27250
02/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,130205
02/01/2007 12:00:00 AM,Terminal 5,Departure,International,31332
02/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,181432
02/01/2007 12:00:00 AM,Terminal 6,Arrival,International,345
02/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,174345
02/01/2007 12:00:00 AM,Terminal 6,Departure,International,3944
02/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,226053
02/01/2007 12:00:00 AM,Terminal 7,Arrival,International,28738
02/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,227577
02/01/2007 12:00:00 AM,Terminal 7,Departure,International,35543
02/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,111075
02/01/2007 12:00:00 AM,Terminal 8,Arrival,International,3093
02/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,108997
02/01/2007 12:00:00 AM,Terminal 8,Departure,International,3136
02/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,307039
02/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,279374
03/01/2007 12:00:00 AM,Imperial Terminal,Arrival,Domestic,131
03/01/2007 12:00:00 AM,Imperial Terminal,Departure,Domestic,43
03/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,792
03/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,704
03/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,429669
03/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,438017
03/01/2007 12:00:00 AM,Terminal 1,Departure,International,358
03/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,94524
03/01/2007 12:00:00 AM,Terminal 2,Arrival,International,163261
03/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,97610
03/01/2007 12:00:00 AM,Terminal 2,Departure,International,163403
03/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,164982
03/01/2007 12:00:00 AM,Terminal 3,Arrival,International,25082
03/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,162928
03/01/2007 12:00:00 AM,Terminal 3,Departure,International,67480
03/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,416798
03/01/2007 12:00:00 AM,Terminal 4,Arrival,International,58574
03/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,428781
03/01/2007 12:00:00 AM,Terminal 4,Departure,International,47005
03/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,173700
03/01/2007 12:00:00 AM,Terminal 5,Arrival,International,27508
03/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,177924
03/01/2007 12:00:00 AM,Terminal 5,Departure,International,38705
03/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,214580
03/01/2007 12:00:00 AM,Terminal 6,Arrival,International,1005
03/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,214758
03/01/2007 12:00:00 AM,Terminal 6,Departure,International,4342
03/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,276708
03/01/2007 12:00:00 AM,Terminal 7,Arrival,International,32400
03/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,289375
03/01/2007 12:00:00 AM,Terminal 7,Departure,International,40181
03/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,125657
03/01/2007 12:00:00 AM,Terminal 8,Arrival,International,3543
03/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,123375
03/01/2007 12:00:00 AM,Terminal 8,Departure,International,3501
03/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,394072
03/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,340338
04/01/2007 12:00:00 AM,Imperial Terminal,Arrival,Domestic,156
04/01/2007 12:00:00 AM,Imperial Terminal,Departure,Domestic,103
04/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,359
04/01/2007 12:00:00 AM,Misc. Terminal,Arrival,International,6
04/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,370
04/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,429147
04/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,430188
04/01/2007 12:00:00 AM,Terminal 1,Departure,International,299
04/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,91216
04/01/2007 12:00:00 AM,Terminal 2,Arrival,International,147804
04/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,93558
04/01/2007 12:00:00 AM,Terminal 2,Departure,International,147734
04/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,159461
04/01/2007 12:00:00 AM,Terminal 3,Arrival,International,23327
04/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,165000
04/01/2007 12:00:00 AM,Terminal 3,Departure,International,65249
04/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,416559
04/01/2007 12:00:00 AM,Terminal 4,Arrival,International,60702
04/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,419868
04/01/2007 12:00:00 AM,Terminal 4,Departure,International,46986
04/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,168675
04/01/2007 12:00:00 AM,Terminal 5,Arrival,International,33189
04/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,167654
04/01/2007 12:00:00 AM,Terminal 5,Departure,International,41390
04/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,218441
04/01/2007 12:00:00 AM,Terminal 6,Arrival,International,1113
04/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,220755
04/01/2007 12:00:00 AM,Terminal 6,Departure,International,4188
04/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,265226
04/01/2007 12:00:00 AM,Terminal 7,Arrival,International,30384
04/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,278807
04/01/2007 12:00:00 AM,Terminal 7,Departure,International,33288
04/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,124222
04/01/2007 12:00:00 AM,Terminal 8,Arrival,International,3500
04/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,120423
04/01/2007 12:00:00 AM,Terminal 8,Departure,International,3313
04/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,425300
04/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,335154
05/01/2007 12:00:00 AM,Imperial Terminal,Arrival,Domestic,42
05/01/2007 12:00:00 AM,Imperial Terminal,Departure,International,21
05/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,50
05/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,53
05/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,441650
05/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,433354
05/01/2007 12:00:00 AM,Terminal 1,Departure,International,321
05/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,104777
05/01/2007 12:00:00 AM,Terminal 2,Arrival,International,142049
05/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,106210
05/01/2007 12:00:00 AM,Terminal 2,Departure,International,159024
05/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,174984
05/01/2007 12:00:00 AM,Terminal 3,Arrival,International,23169
05/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,181092
05/01/2007 12:00:00 AM,Terminal 3,Departure,International,62716
05/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,420116
05/01/2007 12:00:00 AM,Terminal 4,Arrival,International,55796
05/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,413905
05/01/2007 12:00:00 AM,Terminal 4,Departure,International,51090
05/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,163872
05/01/2007 12:00:00 AM,Terminal 5,Arrival,International,28338
05/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,162790
05/01/2007 12:00:00 AM,Terminal 5,Departure,International,39373
05/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,226762
05/01/2007 12:00:00 AM,Terminal 6,Arrival,International,193
05/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,221291
05/01/2007 12:00:00 AM,Terminal 6,Departure,International,3590
05/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,269849
05/01/2007 12:00:00 AM,Terminal 7,Arrival,International,27777
05/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,275410
05/01/2007 12:00:00 AM,Terminal 7,Departure,International,34494
05/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,123139
05/01/2007 12:00:00 AM,Terminal 8,Arrival,International,3650
05/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,117072
05/01/2007 12:00:00 AM,Terminal 8,Departure,International,3751
05/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,412890
05/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,372269
06/01/2007 12:00:00 AM,Imperial Terminal,Arrival,Domestic,154
06/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,8
06/01/2007 12:00:00 AM,Misc. Terminal,Arrival,International,5
06/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,5
06/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,471758
06/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,472675
06/01/2007 12:00:00 AM,Terminal 1,Departure,International,401
06/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,109858
06/01/2007 12:00:00 AM,Terminal 2,Arrival,International,151593
06/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,114926
06/01/2007 12:00:00 AM,Terminal 2,Departure,International,177357
06/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,208173
06/01/2007 12:00:00 AM,Terminal 3,Arrival,International,20663
06/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,209930
06/01/2007 12:00:00 AM,Terminal 3,Departure,International,58056
06/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,435530
06/01/2007 12:00:00 AM,Terminal 4,Arrival,International,59844
06/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,437459
06/01/2007 12:00:00 AM,Terminal 4,Departure,International,55176
06/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,194037
06/01/2007 12:00:00 AM,Terminal 5,Arrival,International,33732
06/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,198178
06/01/2007 12:00:00 AM,Terminal 5,Departure,International,50790
06/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,241311
06/01/2007 12:00:00 AM,Terminal 6,Arrival,International,1659
06/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,242878
06/01/2007 12:00:00 AM,Terminal 6,Departure,International,4494
06/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,261849
06/01/2007 12:00:00 AM,Terminal 7,Arrival,International,27450
06/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,276619
06/01/2007 12:00:00 AM,Terminal 7,Departure,International,40736
06/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,117497
06/01/2007 12:00:00 AM,Terminal 8,Arrival,International,2882
06/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,116453
06/01/2007 12:00:00 AM,Terminal 8,Departure,International,3078
06/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,428534
06/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,400715
07/01/2007 12:00:00 AM,Imperial Terminal,Arrival,Domestic,120
07/01/2007 12:00:00 AM,Imperial Terminal,Departure,Domestic,234
07/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,14
07/01/2007 12:00:00 AM,Misc. Terminal,Arrival,International,2
07/01/2007 12:00:00 AM,Misc. Terminal,Departure,Domestic,13
07/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,479459
07/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,480495
07/01/2007 12:00:00 AM,Terminal 1,Departure,International,333
07/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,120476
07/01/2007 12:00:00 AM,Terminal 2,Arrival,International,181925
07/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,121631
07/01/2007 12:00:00 AM,Terminal 2,Departure,International,192851
07/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,228149
07/01/2007 12:00:00 AM,Terminal 3,Arrival,International,24401
07/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,232281
07/01/2007 12:00:00 AM,Terminal 3,Departure,International,65351
07/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,460896
07/01/2007 12:00:00 AM,Terminal 4,Arrival,International,62076
07/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,455875
07/01/2007 12:00:00 AM,Terminal 4,Departure,International,55535
07/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,238415
07/01/2007 12:00:00 AM,Terminal 5,Arrival,International,49246
07/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,243381
07/01/2007 12:00:00 AM,Terminal 5,Departure,International,61206
07/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,266055
07/01/2007 12:00:00 AM,Terminal 6,Arrival,International,2312
07/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,256200
07/01/2007 12:00:00 AM,Terminal 6,Departure,International,8590
07/01/2007 12:00:00 AM,Terminal 7,Arrival,Domestic,265336
07/01/2007 12:00:00 AM,Terminal 7,Arrival,International,30892
07/01/2007 12:00:00 AM,Terminal 7,Departure,Domestic,270341
07/01/2007 12:00:00 AM,Terminal 7,Departure,International,42581
07/01/2007 12:00:00 AM,Terminal 8,Arrival,Domestic,109320
07/01/2007 12:00:00 AM,Terminal 8,Arrival,International,3404
07/01/2007 12:00:00 AM,Terminal 8,Departure,Domestic,110171
07/01/2007 12:00:00 AM,Terminal 8,Departure,International,3114
07/01/2007 12:00:00 AM,Tom Bradley International Terminal,Arrival,International,522280
07/01/2007 12:00:00 AM,Tom Bradley International Terminal,Departure,International,407888
08/01/2007 12:00:00 AM,Misc. Terminal,Arrival,Domestic,2
08/01/2007 12:00:00 AM,Misc. Terminal,Arrival,International,6
08/01/2007 12:00:00 AM,Terminal 1,Arrival,Domestic,479868
08/01/2007 12:00:00 AM,Terminal 1,Departure,Domestic,499295
08/01/2007 12:00:00 AM,Terminal 1,Departure,International,302
08/01/2007 12:00:00 AM,Terminal 2,Arrival,Domestic,113141
08/01/2007 12:00:00 AM,Terminal 2,Arrival,International,179731
08/01/2007 12:00:00 AM,Terminal 2,Departure,Domestic,115134
08/01/2007 12:00:00 AM,Terminal 2,Departure,International,188184
08/01/2007 12:00:00 AM,Terminal 3,Arrival,Domestic,229337
08/01/2007 12:00:00 AM,Terminal 3,Arrival,International,26190
08/01/2007 12:00:00 AM,Terminal 3,Departure,Domestic,231363
08/01/2007 12:00:00 AM,Terminal 3,Departure,International,67231
08/01/2007 12:00:00 AM,Terminal 4,Arrival,Domestic,449805
08/01/2007 12:00:00 AM,Terminal 4,Arrival,International,61362
08/01/2007 12:00:00 AM,Terminal 4,Departure,Domestic,452962
08/01/2007 12:00:00 AM,Terminal 4,Departure,International,49619
08/01/2007 12:00:00 AM,Terminal 5,Arrival,Domestic,204656
08/01/2007 12:00:00 AM,Terminal 5,Arrival,International,36689
08/01/2007 12:00:00 AM,Terminal 5,Departure,Domestic,211847
08/01/2007 12:00:00 AM,Terminal 5,Departure,International,46611
08/01/2007 12:00:00 AM,Terminal 6,Arrival,Domestic,258121
08/01/2007 12:00:00 AM,Terminal 6,Arrival,International,1347
08/01/2007 12:00:00 AM,Terminal 6,Departure,Domestic,265679
08/01/2007 12:00:00 AM,Terminal 6,Departure,International,7335
